dataset_id,dataset,variable_id,variable,type,description
19,decisions_ddy,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
19,decisions_ddy,9,decision_stage_id,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 267"
19,decisions_ddy,10,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
19,decisions_ddy,11,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
20,decisions_ddy_ct,1,key_id,numeric,An ID number that uniquely identifies each observation in the dataset. 
20,decisions_ddy_ct,2,year,numeric,The year the decision was issued by the Commission.
20,decisions_ddy_ct,3,department_id,numeric,An ID number that uniquely identifies each Commission department.
20,decisions_ddy_ct,4,department,string,The name of the Commission department that opened the infringement case.
20,decisions_ddy_ct,5,department_code,string,A multi-letter code assigned by the Commission that uniquely identifies each department.
20,decisions_ddy_ct,6,member_state_id,numeric,An ID number that uniquely identifies each member state. This ID number is assigned when member states are sorted by accession date and then alphabetically. 
20,decisions_ddy_ct,7,member_state,string,The name of the member state that the Commission opened the case against. 
20,decisions_ddy_ct,8,member_state_code,string,A two letter code assigned by the Commission that uniquely identifies each member state. 
20,decisions_ddy_ct,9,case_type_id,numeric,"An ID number that uniquely identifies each type of state aid cases. Coded {1} for noncommunication cases, which are cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {2} for nonconformity cases, which are cases that relate to a member state incorrectly transposing a directive. "
20,decisions_ddy_ct,10,case_type,string,The type of the infringement case. There are two types of cases. Coded {noncommunication} for cases that relate to a member state failing to notify the Commission that it has transposed a directive by the stated deadline. Coded {nonconformity} for cases that relate to a member state incorrectly transposing a directive. 
20,decisions_ddy_ct,11,decision_stage_id,numeric,"An ID number that uniquely identifies each decision stage in the infringement procedure. Coded {1} for letters of formal notice under Article 258 of the Treaty on the Functioning of the European Union (TFEU), coded {2} for reasoned opinions under Article 258, coded {3} for referrals to the Court under Article 258, coded {4} for letters of formal notice under Article 260, coded {5} for reasoned opinions under Article 260, and coded {6} for referrals to the Court under Article 268"
20,decisions_ddy_ct,12,decision_stage,string,"The decision stage of the infringement procedure. Possible values include: {Letter of formal notice (Article 258)}, {Reasoned opinion (Article 259)}, {Referral to the Court (Article 258)}, {Letter of formal notice (Article 260)}, {Reasoned opinion (Article 260)}, and {Referral to the Court (Article 260)}. "
20,decisions_ddy_ct,13,count_decisions,numeric,A count of the number of decisions made by the Commission in infringement cases at this level of aggregation.
21,decisions_net,1,key_id,numeric,An ID number that uniquely identifies each observation in the dataset. 
21,decisions_net,2,year,numeric,The year the decision was issued by the Commission.
21,decisions_net,3,layer_id,numeric,An ID number that uniquely identifies each layer of the network.
21,decisions_net,4,layer,string,"The layer of the network, which is the decision stage."
21,decisions_net,5,from_node_id,numeric,"An ID number that uniquely identifies each node in the network that creates a link, which is always a Commission department."
21,decisions_net,6,from_node,string,The name of the Commission department that opened the infringement case.
21,decisions_net,7,to_node_id,numeric,"An ID number that uniquely identifies each node in the network that receives a link, which is always a member state."
21,decisions_net,8,to_node,string,The name of the member state that the Commission issued the decision against. 
21,decisions_net,9,edge_weight,numeric,"The weight of the edge, which is the number of decisions opened by the Commission."
22,decisions_net_ct,1,key_id,numeric,An ID number that uniquely identifies each observation in the dataset. 
22,decisions_net_ct,2,year,numeric,The year the decision was issued by the Commission.
22,decisions_net_ct,3,d1_layer_id,numeric,An ID number that uniquely identifies each layer of the network within the first dimension.
22,decisions_net_ct,4,d1_layer,string,"The layer of the network within the first dimension, which is type of case."
22,decisions_net_ct,5,d2_layer_id,numeric,An ID number that uniquely identifies each layer of the network within the second dimension.
22,decisions_net_ct,6,d2_layer,string,"The layer of the network within the second dimension, which is the decision stage."
22,decisions_net_ct,7,from_node_id,numeric,"An ID number that uniquely identifies each node in the network that creates a link, which is always a Commission department."
22,decisions_net_ct,8,from_node,string,The name of the Commission department that opened the infringement case.
22,decisions_net_ct,9,to_node_id,numeric,"An ID number that uniquely identifies each node in the network that receives a link, which is always a member state."
22,decisions_net_ct,10,to_node,string,The name of the member state that the Commission opened the case against. 
22,decisions_net_ct,11,edge_weight,numeric,"The weight of the edge, which is the number of decisions opened by the Commission."
